UnicodeRanges
	0020	024F
	2000	206F
	3000	303F
	3400	4DB5
	4E00	9FCB
	FF00	FFEF

FontOverride	Exo-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	SourceCodePro-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Titillium-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Akashi.ttf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Nobile-Regular.ttf	MFShangHei_Noncommercial_Light_CDE.otf

GameTitle	Children of a Dead Earth
NuclearReactorSubModule NeutronReflector Tooltip	The outer material which serves to reflect the neutrons back into the reactor. It also is the primary radiation shielding of the core.
NuclearReactorSubModule ReflectorThickness_m Tooltip	The thickness of the neutron reflector around the core.
NuclearReactorSubModule AverageNeutronFlux__m2_s Tooltip	The neutron flux which is to be maintained within the core. This determines how much fission energy is to be generated by the core, as well as how quickly the core converts its fuel into radioactive waste.
RadiatorModule Composition Tooltip	The material which makes up the radiators.
RadiatorModule PanelWidth_m Tooltip	The size of the panels perpendicular to the spacecraft they are on.
RadiatorModule Height_m Tooltip	The size of the panels parallel to the spacecraft they are on.
RadiatorModule Thickness_m Tooltip	The thickness of the radiator panels, not including armor. Greater thickness allows larger heat pipes to run through the radiator.
RadiatorModule ArmorThickness_m Tooltip	The thickness of material outside of the heat pipes, acting as armor against kinetic and photonic damage.
RadiatorModule Panels Tooltip	The number of panels long that this radiator should be made up of.
RadiatorModule SurfaceFinish Tooltip	The paint or thin external layer on the panels, which ultimately determines the emissivity of the panels.
RadiatorModule FrontTaper_radians Tooltip	The angle at which the radiator tapers from the front.
RadiatorModule BackTaper_radians Tooltip	The angle at which the radiator tapers from the back.
TurbopumpSubModule Motor Tooltip	The motor which spins the turbopump's blades.
TurbopumpSubModule Composition Tooltip	The material which makes up the turbopump's blades and outer shell.
TurbopumpSubModule PumpRadius_m Tooltip	The radius of the turbopump.
TurbopumpSubModule RotationalSpeed_RPM Tooltip	The speed at which the turbopump should operate. Faster speeds require much more power.
TurbineSubModule Composition Tooltip	The turbine's material makeup, from the blades to the outer shell.
TurbineSubModule TurbineRadius_m Tooltip	The outer radius of the turbine.
TurbineSubModule HubRadius_m Tooltip	The radius of the turbine's inner hub.
TurbineSubModule AbsoluteInletAngle_degrees Tooltip	The inlet angle of the fluid flowing into the turbine.
TurbineSubModule StageCount Tooltip	The number of stages that compose the turbine.
PropellantTankModule Propellant Tooltip	The propellant that this tank should carry.
PropellantTankModule StructureComposition Tooltip	The structural material that contains the propellant.
PropellantTankModule ReactionMass_kg Tooltip	The mass of propellant that this tank carries.
PropellantTankModule HeightToRadiusRatio Tooltip	The aspect ratio of the tank. Greater values yield a long and skinny tank, while smaller values yield a short and fat tank.
PropellantTankModule External Tooltip	If active, the propellant tank will be attached to the external ship, and possibly can be discarded.
TankEjectorSubModule ExplosiveBoltMass_kg Tooltip	The mass of the bolts used to eject the propellant tank. If zero, the tank can not be discarded.
TankEjectorSubModule ExplosiveBoltComposition Tooltip	The explosive used to eject the propellant tank.
ThermalRocketSubModule ChamberComposition Tooltip	The material that makes up the rocket engine's combustion chamber and nozzle.
ThermalRocketSubModule ThroatRadius_m Tooltip	The radius of the throat of the rocket motor, which is the part between the chamber and the nozzle.
ThermalRocketSubModule ChamberWallThickness_m Tooltip	The thickness of the rocket engine's combustion chamber and nozzle.
ThermalRocketSubModule ChamberContractionRatio Tooltip	The rate at which the combustion chamber contracts to the throat. A large ratio yields a large chamber relative to the throat.
ThermalRocketSubModule NozzleExpansionRatio Tooltip	The rate at which the nozzle expands from the throat. A large ratio yields a large nozzle.
ThermalRocketSubModule NozzleExpansionAngle_degrees Tooltip	The angle at which the nozzle expands. A greater angle is less efficient, but is less massive, and shorter.
ThermalRocketSubModule RegenerativeCooling_Percent Tooltip	The percent of the combustion chamber and nozzle which is to be regeneratively cooled by inlet coolant pipes.
ThermalRocketSubModule Injector Tooltip	The turbopump which propels the propellant into the combustion chamber initially. It is what solely determines the mass flow rate of any rocket engine. It may not require power, as it can gather its power from a gas turbine generating power from the incoming propellant, as long as that propellant can provide that power supply.
NuclearThermalRocketModule ReactorCoreHeight_m Tooltip	The height of the nuclear reactor and the combustion chamber.
NuclearThermalRocketModule NuclearReactor Tooltip	The nuclear reactor which heats up the propellant and expels it from the engine.
NuclearThermalRocketModule ThermalRocket Tooltip	The supersonic combustion chamber and nozzle which expels the propellant. The nuclear reactor is located within the combustion chamber.
NuclearThermalRocketModule Gimbal Tooltip	The gimbal which orients the rocket engine. If the main engine of a spacecraft is ungimballed, the spacecraft must use vernier thrusters on the sides to turn and rotate.
NuclearThermalRocketModule GimbalAngle_degrees Tooltip	The angle of gimballing which is allowed by the gimbal. Increasing the angle allows faster turning, but increases the size needed by the engine dramatically.
CombustionRocketModule Reaction Tooltip	The combustion reaction which this rocket engine uses to propel itself with.
CombustionRocketModule StoichiometricMixtureRatio Tooltip	The mixture ratio in moles between each propellant. This is only relevant with bipropellant reactions. Deviating from a 1:1 ratio will always yield a lower temperature, but it can increase the final exhaust velocity if the final products have a lower molar mass. Additionally, it can allow for higher density of propellants if the mixture ratio is shifted towards the denser propellant (usually the oxidizer).
CombustionRocketModule ThermalRocket Tooltip	The supersonic combustion chamber and nozzle which expels the propellant.
CombustionRocketModule Gimbal Tooltip	The gimbal which orients the rocket engine. If the main engine of a spacecraft is ungimballed, the spacecraft must use vernier thrusters on the sides to turn and rotate.
CombustionRocketModule GimbalAngle_degrees Tooltip	The angle of gimballing which is allowed by the gimbal. Increasing the angle allows faster turning, but increases the size needed by the engine dramatically.
ResistojetModule PowerSupplied_W Tooltip	The power supplied to the resistojet, and ultimately determines how the propellant is heated.
ResistojetModule Propellant Tooltip	The propellant which is supplied to the resistojet and is expelled through the nozzle.
ResistojetModule CoilComposition Tooltip	The material which the resistor coil is made out of.
ResistojetModule ChamberLength_m Tooltip	The length of the combustion chamber where the resistor coil resides.
ResistojetModule CoilRadius_m Tooltip	The radius of the resistor that forms the coil within the resistojet.
ResistojetModule ThermalRocket Tooltip	The supersonic combustion chamber and nozzle which expels the propellant. The resistor coil is located within the combustion chamber.
ResistojetModule Gimbal Tooltip	The gimbal which orients the rocket engine. If the main engine of a spacecraft is ungimballed, the spacecraft must use vernier thrusters on the sides to turn and rotate.
ResistojetModule GimbalAngle_degrees Tooltip	The angle of gimballing which is allowed by the gimbal. Increasing the angle allows faster turning, but increases the size needed by the engine dramatically.
MagnetoplasmadynamicThrusterModule CathodeRadius_m Tooltip	The size of the cathode at the center of the thruster.
MagnetoplasmadynamicThrusterModule ChamberThickness_m Tooltip	The distance between the central cathode and the outer anode shell.
MagnetoplasmadynamicThrusterModule AnodeThickness_m Tooltip	The thickness of the anode shell of the thruster.
MagnetoplasmadynamicThrusterModule ThrusterLength_m Tooltip	The length of the thruster, from the anode tip to the insulator at the base.
MagnetoplasmadynamicThrusterModule CathodeComposition Tooltip	The electrically conductive material that the cathode is made of.
MagnetoplasmadynamicThrusterModule AnodeComposition Tooltip	The electrically conductive material that the anode is made of.
MagnetoplasmadynamicThrusterModule InsulatorComposition Tooltip	The electrically resistive material that the insulator at the base is made of.
MagnetoplasmadynamicThrusterModule Propellant Tooltip	The propellant that is to be pumped through the thruster, accelerated, and expelled as exhaust. Monatomic propellants, like noble gases, are preferred, since they do not have to be dissociated before being ionized.
MagnetoplasmadynamicThrusterModule Current_A Tooltip	The electrical current that is run through the thruster, from cathode, to ionized propellant, to anode.
MagnetoplasmadynamicThrusterModule Injector Tooltip	The turbopump which propels the propellant into the thruster. It solely determines the mass flow rate, and the power used by it must be accounted for, along with the thruster's power.
MagnetoplasmadynamicThrusterModule Gimbal Tooltip	The gimbal which orients the rocket engine. If the main engine of a spacecraft is ungimballed, the spacecraft must use vernier thrusters on the sides to turn and rotate.
MagnetoplasmadynamicThrusterModule GimbalAngle_degrees Tooltip	The angle of gimballing which is allowed by the gimbal. Increasing the angle allows faster turning, but increases the size needed by the engine dramatically.
BlackBoxEngineModule EngineName Tooltip	The name of your custom, hypothetical engine.
BlackBoxEngineModule ModelFileName Tooltip	The name of the .obj to use for your engine. The obj file must be located in [SaveDirectory]/Mods/Models/. Put in the obj name, but leave off the ".obj" suffix. If the obj file is not found, a simple cylinder is used instead.
BlackBoxEngineModule Dimensions Tooltip	The radius and height of your engine.
BlackBoxEngineModule Mass_kg Tooltip	The total mass of your engine.
BlackBoxEngineModule PrimaryComposition Tooltip	The main material that your engine is made out of.
BlackBoxEngineModule PowerConsumption_W Tooltip	How much power your engine requires.
BlackBoxEngineModule Propellant Tooltip	The propellant that your engine expels.
BlackBoxEngineModule ExhaustVelocity_km__s Tooltip	The exhaust velocity of your hypothetical engine.
BlackBoxEngineModule Thrust_N Tooltip	The thrust of your engine. This and your exhaust velocity will determine your mass flow rate.
BlackBoxEngineModule HeatSignature_W Tooltip	How much heat your exhaust plume produces, for determining how homing missiles will react to this engine.
BlackBoxEngineModule GimbalAngle_degrees Tooltip	The angle of gimballing which is allowed by the gimbal. Increasing the angle allows faster turning.
BlackBoxWeaponModule WeaponName Tooltip	The name of your custom, hypothetical weapon.
BlackBoxWeaponModule ModelFileName Tooltip	The name of the .obj to use for your weapon. The obj file must be located in [SaveDirectory]/Mods/Models/. Put in the obj name, but leave off the ".obj" suffix. If the obj file is not found, a simple cylinder is used instead.
BlackBoxWeaponModule Dimensions Tooltip	The radius and height of your weapon.
BlackBoxWeaponModule Mass_kg Tooltip	The total mass of your weapon.
BlackBoxWeaponModule PrimaryComposition Tooltip	The main material that your weapon is made out of.
BlackBoxWeaponModule PowerConsumption_W Tooltip	How much power your weapon requires.
BlackBoxWeaponModule MuzzleVelocity_km__s Tooltip	The muzzle velocity of any projectile your weapon launches.
BlackBoxWeaponModule Accuracy_radians Tooltip	The accuracy of the projectile your weapon launches.
BlackBoxWeaponModule Projectile Tooltip	The actual projectile that your weapon fires.
BlackBoxWeaponModule LaserBeam Tooltip	The actual laser beam properties that your weapon fires.
BlackBoxWeaponModule ReloadTime_s Tooltip	How long it takes your weapon to reload between shots.
BlackBoxWeaponModule Turret Tooltip	A turret is necessary if the cannon is to be able to rotate and hit targets within a firing arc.
BlackBoxWeaponModule AttachedAmmoBay Tooltip	An optional ammo bay to add to this weapon. If not used, an external ammo supply will be needed.
BlackBoxWeaponModule TargetsShips Tooltip	Determines if this gun should be fired at capital ships.
BlackBoxWeaponModule TargetsShots Tooltip	Determines if this gun should be fired at missiles and drones.
BlackBoxLaserInfoSubModule Wavelength_nm Tooltip	The wavelength of the laser beam.
BlackBoxLaserInfoSubModule Efficiency_Percent Tooltip	How efficiently the power consumed is converted into usuable energy for the laser.
BlackBoxLaserInfoSubModule ApertureRadius_m Tooltip	The radius of the laser beam exit, which affects how fast the laser diffracts.
BlackBoxLaserInfoSubModule BeamQualityFactor Tooltip	The beam quality factor, which is how far away from a perfect diffraction limited laser this beam will be.
BlackBoxLaserInfoSubModule Coolant Tooltip	The coolant which takes coolant to the radiators.
BlackBoxLaserInfoSubModule CoolantMassFlowRate_kg__s Tooltip	The rate at which coolant is pumped to the radiators.
BlackBoxLaserInfoSubModule RadiatorTemperature_K Tooltip	The temperature at which the exiting coolant to the radiators will be at.
BlackBoxLaserInfoSubModule EngagementRange_km Tooltip	The set range of the laser.
BlackBoxRadiationSubModule GammaRadiation_W Tooltip	How much gamma radiation this module will produce.
BlackBoxRadiationSubModule ThermalNeutronRadiation_W Tooltip	How much thermal neutron radiation this module will produce.
BlackBoxRadiationSubModule FastNeutronRadiation_W Tooltip	How much fast neutron radiation this module will produce.
BlackBoxPowerModule PowerplantName Tooltip	The name of your custom, hypothetical powerplant.
BlackBoxPowerModule ModelFileName Tooltip	The name of the .obj to use for your powerplant. The obj file must be located in [SaveDirectory]/Mods/Models/. Put in the obj name, but leave off the ".obj" suffix. If the obj file is not found, a simple cylinder is used instead.
BlackBoxPowerModule Dimensions Tooltip	The radius and height of your powerplant.
BlackBoxPowerModule Mass_kg Tooltip	The total mass of your powerplant.
BlackBoxPowerModule PrimaryComposition Tooltip	The main material that your powerplant is made out of.
BlackBoxPowerModule PowerProduction_W Tooltip	How much power your powerplant will generate.
BlackBoxPowerModule Efficiency_Percent Tooltip	Determines how much heat your powerplant will generate, based on your powerproduction.
BlackBoxPowerModule Coolant Tooltip	What kind of coolant the powerplant uses to cool itself.
BlackBoxPowerModule OutletMassFlow_kg__s Tooltip	How much coolant this module will push out to radiators per second.
BlackBoxPowerModule OutletTemperature_K Tooltip	How hot or cold the exiting coolant will be when it goes out to radiators.
BlackBoxPowerModule RadiationHazard Tooltip	The radiation that this powerplant will generate.
CargoModule Mass_kg Tooltip	The total mass of the cargo.
CargoModule AspectRatio Tooltip	The aspect ratio of the cargo module.
CargoModule Shell Tooltip	The material this cargo module is made from.
LevelRecord TimeElapsed_s Tooltip	How long it took to complete this mission.
LevelRecord DeltaVSpent_km__s Tooltip	How much Delta V your capital ships spent to complete this mission.
LevelRecord CapitalShipsAlive_Percent Tooltip	What percent of your capital ships survived this mission.
LevelRecord CapitalShipsUnscathed_Percent Tooltip	What percent of your capital ships survived without suffering any damage this mission.
LevelRecord EnemyModulesLeft_Percent Tooltip	What percent of the enemy ship modules were not destroyed. More is better, since the purpose of the mission is to leave the enemy alive but disabled.

DesignMessage MassProjectilePayloadTooBig Text	Payload is larger than barrel bore radius.
DesignMessage MassProjectilePayloadTooBig ExtraInfo	Increase the bore radius of your sabot until the payload fits, or fire a smaller payload.
DesignMessage MassProjectileBarrelTooShort Text	Projectile is too long for barrel.
DesignMessage MassProjectileBarrelTooShort ExtraInfo	Increase the length of the weapon's barrel until the payload and sabot fit.
DesignMessage MassProjectileProjectileWillShatter Text	Internal pressure (%s) will shatter projectile (tensile strength %s).
DesignMessage MassProjectileProjectileWillShatter ExtraInfo	Reduce the peak acceleration on the projectile, or use a projectile with a greater Ultimate Tensile Strength.
DesignMessage WeaponModuleNoSpeed Text	Weapon has no exit speed.
DesignMessage WeaponModuleNoSpeed ExtraInfo	A projectile must have an exit speed to be viable.
DesignMessage WeaponModuleNoTargeting Text	Weapon is not set to target anything.
DesignMessage WeaponModuleNoTargeting ExtraInfo	Set the weapon's "Target Shots" or "Target Ships" property or both.
DesignMessage WeaponModuleLowSpeed Text	Weapon has a very low exit speed (%s), and will likely be ineffective in combat.
DesignMessage WeaponModuleLowSpeed ExtraInfo	Increase the acceleration of the projectile by increasing the power or energy transferred to the projectile, or increase the time spent accelerating the projectile by increasing the weapon length.
DesignMessage WeaponModuleNarrowAngle Text	Weapon has a narrow turning angle (%s), yielding a small firing arc.
DesignMessage WeaponModuleNarrowAngle ExtraInfo	Increase the turret's inner radius to accomodate a larger arc size. 
DesignMessage WeaponModuleSlowTurnSpeed Text	Weapon has a very slow turning speed (%s).
DesignMessage WeaponModuleSlowTurnSpeed ExtraInfo	Increase the turret's momentum wheel speed or the inner turret size (which will yield larger momentum wheels) to turn faster.
DesignMessage WeaponModuleCantCool Text	Weapon can not cool itself radiatively.
DesignMessage WeaponModuleCantCool ExtraInfo	Use a barrel material which can effectively cool down this weapon.
DesignMessage BarrelBeamDeflectionStress Text	Barrel (yield strength %s) will deform from beam deflection stress (%s).
DesignMessage BarrelBeamDeflectionStress ExtraInfo	Use a barrel material with a greater Yield Strength, or reduce the deflection stress. The deflection stress can be reduced by having a thicker or shorter barrel, by using a stronger barrel material, or by reducing the peak force on the projectile.
DesignMessage BarrelThermalExpansionStress Text	Barrel will shatter from thermal expansion stress.
DesignMessage BarrelThermalExpansionStress ExtraInfo	Use a barrel material with a smaller Thermal Expansion coefficient, smaller Young's Modulus, greater Yield Strength, or reduce the heating of your weapon.
DesignMessage BarrelInternalPressureTooGreat Text	Internal pressure (%s) will rupture barrel.
DesignMessage BarrelInternalPressureTooGreat ExtraInfo	Increase the radius of the barrel, or reduce the peak force on the projectile, to reduce the pressure. Alternatively, use a material with a stronger Yield Strength for your barrel.
DesignMessage AmmoModuleSuppliedModuleErrors Text	Supplied Module is not operational.
DesignMessage AmmoModuleSuppliedModuleErrors ExtraInfo	Fix the errors with the supplied module. Otherwise, this ammo module will not work either.
DesignMessage BarrelCoolerTemperatureInvalid Text	Ambient temperature is below 0 K.
DesignMessage BarrelCoolerTemperatureInvalid ExtraInfo	Increase the ambient temperature until it is a physically valid temperature.
DesignMessage BarrelCoolerWarmerThanAmbient Text	Coolant temperature is greater than the ambient temperature.
DesignMessage BarrelCoolerWarmerThanAmbient ExtraInfo	Reduce the coolant temperature below the ambient temperature.
DesignMessage CrewModuleAtmosphericStress Text	Outer walls can't withstand one atmosphere of pressure.
DesignMessage CrewModuleAtmosphericStress ExtraInfo	Use a material with a greater Yield Strength, or use a thicker shell.
DesignMessage CrewModuleDecksTooSmall Text	Decks are too small to accommodate the crew.
DesignMessage CrewModuleDecksTooSmall ExtraInfo	Each deck must be able to accomodate a single person either at ready or sleeping. Reduce the deck count or increase the overall size or use a stronger material which will allow thinner supports.
DesignMessage ReactionWheelWheelStress Text	Wheel Stress (%s) exceeds material yield strength (%s).
DesignMessage ReactionWheelWheelStress ExtraInfo	Use a material with a greater Yield Strength, or reduce the stress on the wheel, by either reducing the rotational speed, or by reducing the radius of the wheel.
DesignMessage TurretMotorTorqueStall Text	Turret will stall out (stall torque of %s) and produce no torque (actual torque %s).
DesignMessage TurretMotorTorqueStall ExtraInfo	Add more power, or reduce the mass of the turning object.
DesignMessage TurretMotorTooSmall Text	Motor can not fit into the dimensions given.
DesignMessage TurretMotorTooSmall ExtraInfo	Reduce the power, increase the size of the housing, or use a permanent magnet with higher coercivity and remanence.
DesignMessage LinearInductionMotorMelting Text	Forcer exceeds safety temperature margins from heating.
DesignMessage LinearInductionMotorMelting ExtraInfo	Use a forcer material with a greater Melting Point, or reduce the energy put into the linear induction motor.
DesignMessage LinearInductionMotorThermalExpansionStress Text	Forcer will crack from thermal expansion stress.
DesignMessage LinearInductionMotorThermalExpansionStress ExtraInfo	Use a forcer material with a greater Yield Strength, lower Young's Modulus, lower Thermal Expansion coefficient, or reduce the heat gradient across the material, either by reducing the energy in, or increasing the forcer mass.
DesignMessage BlastLauncherWallsTooWeak Text	Blast Walls are too weak.
DesignMessage BlastLauncherWallsTooWeak ExtraInfo	Use a weaker explosive or an armor/structure material with a greater tensile strength.
DesignMessage CylindricalCoolerPipesTooLarge Text	Coolant pipes are too large for cylinder.
DesignMessage CylindricalCoolerPipesTooLarge ExtraInfo	Reduce the coolant pipe radius, or increase the size of the cooling module.
DesignMessage TurretRadiusTooLarge Text	Object Radius is too large for turret.
DesignMessage TurretRadiusTooLarge ExtraInfo	Reduce the size of the object being turreted, or increase the inner radius of the turret.
DesignMessage ConventionalGunGrainsTooLarge Text	Propellant grains are too large for barrel.
DesignMessage ConventionalGunGrainsTooLarge ExtraInfo	Reduce the size of the propellant grains, or increase the bore radius of the weapon.
DesignMessage ConventionalGunPropellantStillBurning Text	Propellant is still burning by the time projectile leaves the barrel. This indicates great inefficiency, and that the weapon is extremely wasteful of its propellant.
DesignMessage ConventionalGunPropellantStillBurning ExtraInfo	Use a faster burning propellant, use less propellant, reduce the propellant grain size, use a longer barrel, or significantly increase the mass of the projectile and/or payload.
DesignMessage ConventionalGunGasRupture Text	Barrel (yield strength %s) will rupture from gas expansion stress (%s).
DesignMessage ConventionalGunGasRupture ExtraInfo	Use a barrel material with a greater Yield Strength, or reduce the peak gas expansion stress. That can be done by using a wider barrel, a thicker barrel, slower burning propellant, or using less propellant.
DesignMessage CoilgunSaturation Text	Coil becomes magnetically saturated. This means much of the magnetic field energy is wasted as the projectile's magnetic potential caps out, and begins behaving paramagnetically rather than ferromagnetically.
DesignMessage CoilgunSaturation ExtraInfo	Use a projectile material with a greater Saturation Flux Density, or a much more massive projectile.
DesignMessage RailgunProjectileMeltage Text	Projectile exceeds safety temperature margins (%s excess meltage).
DesignMessage RailgunProjectileMeltage ExtraInfo	Increase the rail conductivity, increase the rail thickness, reduce the armature mass, or use a armature material that is more dense or has a greater specific heat.
DesignMessage RailgunRailsMeltage Text	Rails will suffer excessive melt ablation (%s excess meltage).
DesignMessage RailgunRailsMeltage ExtraInfo	Increase the rail conductivity, increase the rail thickness, reduce the armature mass, or use a rail material that is more dense or has a greater specific heat.
DesignMessage CapacitorVoltage Text	Capacitor has too high of voltage.
DesignMessage CapacitorVoltage ExtraInfo	Use a material with a lower breakdown voltage, or use a smaller separation.
DesignMessage NuclearPayloadFusionLawsonCriterionFailure Text	Fusion reaction will not be self-sustained, because it does not satisfy the Lawson Criterion. This indicates that the fusion boosting will be largely ineffective and irrelevant.
DesignMessage NuclearPayloadFusionLawsonCriterionFailure ExtraInfo	Reduce the volume upon which the fusion reaction takes place in, or use a fusion reaction with greater energy.
DesignMessage NuclearPayloadIneffectiveImplosion Text	Assembly will not implode, and the core will not go critical.
DesignMessage NuclearPayloadIneffectiveImplosion ExtraInfo	Increase the compression of the assembly, by increasing the ratio of detonation velocities of the fast and slow explosives. Alternatively, use more explosives, or use a smaller fissile core.
DesignMessage NuclearPayloadDensityFailure Text	Assembly will not go supercritical.
DesignMessage NuclearPayloadDensityFailure ExtraInfo	Increase the compression of the assembly, with more explosives, a greater range of explosive detonation velocities, or a smaller fissile core.
DesignMessage NuclearPayloadImmediateCriticality Text	Assembly will go supercritical immediately and spontaneously.
DesignMessage NuclearPayloadImmediateCriticality ExtraInfo	Reduce the amount of fissile mass used, or add in a larger hollow space within the core.
DesignMessage NuclearPayloadNoExplosion Text	Nuclear detonation will fail to generate an explosion or its wavelength is invalid.
DesignMessage NuclearPayloadNoExplosion ExtraInfo	Ensure the device will achieve criticality and has a valid explosion profile.
DesignMessage NuclearPayloadFusionBoostStressFailure Text	Fusion fuel pressure stress (%s) will crack the assembly (strength %s) before it can be used.
DesignMessage NuclearPayloadFusionBoostStressFailure ExtraInfo	Reduce the fusion fuel density, increase the hollow size, or use stronger materials to form the assembly.
DesignMessage ThermoelectricFissionReactorLowTemperature Text	An exit temperature less than 1000 K may require an enormous amount of radiators to cool, since radiator efficiency is directly proportional to temperature.
DesignMessage ThermoelectricFissionReactorLowTemperature ExtraInfo	Increase the exit temperature of the reactor to compensate.
DesignMessage RadioisotopeThermoelectricGeneratorFuelMelts Text	Radioisotope fuel exceeds safety temperature margins.
DesignMessage RadioisotopeThermoelectricGeneratorFuelMelts ExtraInfo	To fix, use a fuel with a higher melting point or lower energy density. Alternatively, reduce your exit temperature, or reduce the length of your thermocouple.
DesignMessage CombustionMixtureIgnitionFailure Text	Composition will not ignite!
DesignMessage CombustionMixtureIgnitionFailure ExtraInfo	Reduce the mass percentage of the delay composition, or use a more powerful combustion reaction.
DesignMessage RefuelerFluidTemperature Text	Fluid will melt the hose.
DesignMessage RefuelerFluidTemperature ExtraInfo	Use a fluid with a lower melting point, or a hose material with a higher melting point.
DesignMessage FlareSupersonicCombustion Text	Laminar flame speed is supersonic. Composition will detonate rather than deflagrate.
DesignMessage FlareSupersonicCombustion ExtraInfo	Use a greater mass percentage of delay composition, or use a combustion reaction with a lower energy density.
DesignMessage LensEntryIntensity Text	%s (%s threshold) can't withstand entry intensity (%s).
DesignMessage LensEntryIntensity ExtraInfo	Increase the radius of the optic to reduce the intensity, or pass less energy through the optic.
DesignMessage LensExitIntensity Text	%s (%s threshold) can't withstand exit intensity (%s).
DesignMessage LensExitIntensity ExtraInfo	Increase the radius of the optic to reduce the intensity, or pass less energy through the optic.
DesignMessage ArcLampCavityShape Text	The lasing rod and the arclamp do not fit within the arclamp cavity.
DesignMessage ArcLampCavityShape ExtraInfo	Increase the size of the cavity to accomodate the lasing rod and arclamp.
DesignMessage ArcLampEnvelopePressure Text	The arc lamp envelope will rupture from the stress.
DesignMessage ArcLampEnvelopePressure ExtraInfo	Use a stronger envelope material, or increase the size of the arc lamp, or pump less power through it.
DesignMessage ArcLampThermalExpansionStress Text	Arclamp envelope (strength of %s) will crack from thermal expansion stress (%s).
DesignMessage ArcLampThermalExpansionStress ExtraInfo	Reduce the power passing through the arclamp envelope, or use a material with a greater Ultimate Tensile Strength, lower Young's Modulus, or lower Thermal Expansion coefficient. Alternatively, increase the surface area of the arclamp to reduce the energy per unit area.
DesignMessage LaserOutputFluxZero Text	Output Flux is zero.
DesignMessage LaserOutputFluxZero ExtraInfo	The laser does not work. Correct all errors with the laser, and increase all efficiencies beyond zero to proceed.
DesignMessage LaserBeamQualityFactorTooHigh Text	M^2 (Beam Quality Factor) is too high to be reasonably effective.
DesignMessage LaserBeamQualityFactorTooHigh ExtraInfo	The M^2 (Beam Quality Factor), or how far from a "perfect Gaussian" beam your laser is. Roughly, your beam waist will increase by this factor, causing your damage to reduce by the square of the M^2.
DesignMessage LaserArcLampMelt Text	Arc Lamp Envelope exceeds safety temperature margins.
DesignMessage LaserArcLampMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserOpticalCavityMelt Text	Optical cavity exceeds safety temperature margins.
DesignMessage LaserOpticalCavityMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserMirrorMelt Text	Mirror exceeds safety temperature margins.
DesignMessage LaserMirrorMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserOutputCouplerMelt Text	Output Coupler exceeds safety temperature margins.
DesignMessage LaserOutputCouplerMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserGainMediumMelt Text	Gain Medium exceeds safety temperature margins.
DesignMessage LaserGainMediumMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserCoolantFreeze Text	Coolant will freeze.
DesignMessage LaserCoolantFreeze ExtraInfo	Increase the inlet temperature of your coolant, increase the temperature increase from firing, or use coolant with a lower melting point.
DesignMessage LaserLensTooBig Text	Focusing mirror radius is bigger than turret radius. The focusing mirror is much larger than the aperture to prevent beam truncation.
DesignMessage LaserLensTooBig ExtraInfo	Increase the turret inner radius, or reduce your aperture radius.
DesignMessage LaserMountHasNoFeed Text	Laser mount has no laser feeding into it.
DesignMessage LaserMountHasNoFeed ExtraInfo	Create a laser for this mount to feed into.
DesignMessage RadiatorNoPipes Text	Can't fit any heat pipes in the radiator.
DesignMessage RadiatorNoPipes ExtraInfo	Increase the width of your radiator, or reduce the inner thickness of your radiator panels.
DesignMessage RadiatorMeltage Text	Radiator exceeds safety temperature margins.
DesignMessage RadiatorMeltage ExtraInfo	Use a radiator with a higher material melting point, or don't have it cool a module with such a high outlet temperature.
DesignMessage PropellantTankPropellantTooHot Text	Propellant will melt the tank walls.
DesignMessage PropellantTankPropellantTooHot ExtraInfo	Use tank walls with higher melting points, or use a propellant with a lower melting point.
DesignMessage ThermalRocketWallMelt Text	Chamber wall temperature (%s) exceeds the safety temperature margins (%s).
DesignMessage ThermalRocketWallMelt ExtraInfo	Use a chamber wall material with a higher melting point, or reduce the chamber temperature.
DesignMessage ThermalRocketOverheating Text	Engine can not dissipate heat fast enough. %s of excess heat generated.
DesignMessage ThermalRocketOverheating ExtraInfo	Use a larger nozzle to dissipate heat radiatively, use a larger percentage of regenerative cooling pipes, or run the engine colder.
DesignMessage ThermalRocketOverpressurized Text	Chamber (yield strength %s) will crack from internal pressure (%s).
DesignMessage ThermalRocketOverpressurized ExtraInfo	Reduce the pressure of the chamber by increasing the chamber radius, by reducing the mass flow rate determined by the injector, by reducing the chamber temperature, or use a chamber material with a higher Yield Strength or lower Young's Modulus.
