UnicodeRanges
	0020	024F
	2000	206F





GameTitle	Children of a Dead Earth
BlackBoxEngineModule EngineName Tooltip	The name of your custom, hypothetical engine.
BlackBoxEngineModule ModelFileName Tooltip	The name of the .obj to use for your engine. The obj file must be located in [SaveDirectory]/Mods/Models/. Put in the obj name, but leave off the ".obj" suffix. If the obj file is not found, a simple cylinder is used instead.
BlackBoxEngineModule Dimensions Tooltip	The radius and height of your engine.
BlackBoxEngineModule Mass_kg Tooltip	The total mass of your engine.
BlackBoxEngineModule PrimaryComposition Tooltip	The main material that your engine is made out of.
BlackBoxEngineModule PowerConsumption_W Tooltip	How much power your engine requires.
BlackBoxEngineModule Propellant Tooltip	The propellant that your engine expels.
BlackBoxEngineModule ExhaustVelocity_km__s Tooltip	The exhaust velocity of your hypothetical engine.
BlackBoxEngineModule Thrust_N Tooltip	The thrust of your engine. This and your exhaust velocity will determine your mass flow rate.
BlackBoxEngineModule HeatSignature_W Tooltip	How much heat your exhaust plume produces, for determining how homing missiles will react to this engine.
BlackBoxEngineModule GimbalAngle_degrees Tooltip	The angle of gimballing which is allowed by the gimbal. Increasing the angle allows faster turning.
BlackBoxWeaponModule WeaponName Tooltip	The name of your custom, hypothetical weapon.
BlackBoxWeaponModule ModelFileName Tooltip	The name of the .obj to use for your weapon. The obj file must be located in [SaveDirectory]/Mods/Models/. Put in the obj name, but leave off the ".obj" suffix. If the obj file is not found, a simple cylinder is used instead.
BlackBoxWeaponModule Dimensions Tooltip	The radius and height of your weapon.
BlackBoxWeaponModule Mass_kg Tooltip	The total mass of your weapon.
BlackBoxWeaponModule PrimaryComposition Tooltip	The main material that your weapon is made out of.
BlackBoxWeaponModule PowerConsumption_W Tooltip	How much power your weapon requires.
BlackBoxWeaponModule MuzzleVelocity_km__s Tooltip	The muzzle velocity of any projectile your weapon launches.
BlackBoxWeaponModule Accuracy_radians Tooltip	The accuracy of the projectile your weapon launches.
BlackBoxWeaponModule Projectile Tooltip	The actual projectile that your weapon fires.
BlackBoxWeaponModule LaserBeam Tooltip	The actual laser beam properties that your weapon fires.
BlackBoxWeaponModule ReloadTime_s Tooltip	How long it takes your weapon to reload between shots.
BlackBoxWeaponModule Turret Tooltip	A turret is necessary if the cannon is to be able to rotate and hit targets within a firing arc.
BlackBoxWeaponModule AttachedAmmoBay Tooltip	An optional ammo bay to add to this weapon. If not used, an external ammo supply will be needed.
BlackBoxWeaponModule TargetsShips Tooltip	Determines if this gun should be fired at capital ships.
BlackBoxWeaponModule TargetsShots Tooltip	Determines if this gun should be fired at missiles and drones.
BlackBoxLaserInfoSubModule Wavelength_nm Tooltip	The wavelength of the laser beam.
BlackBoxLaserInfoSubModule Efficiency_Percent Tooltip	How efficiently the power consumed is converted into usuable energy for the laser.
BlackBoxLaserInfoSubModule ApertureRadius_m Tooltip	The radius of the laser beam exit, which affects how fast the laser diffracts.
BlackBoxLaserInfoSubModule BeamQualityFactor Tooltip	The beam quality factor, which is how far away from a perfect diffraction limited laser this beam will be.
BlackBoxLaserInfoSubModule Coolant Tooltip	The coolant which takes coolant to the radiators.
BlackBoxLaserInfoSubModule CoolantMassFlowRate_kg__s Tooltip	The rate at which coolant is pumped to the radiators.
BlackBoxLaserInfoSubModule RadiatorTemperature_K Tooltip	The temperature at which the exiting coolant to the radiators will be at.
BlackBoxLaserInfoSubModule EngagementRange_km Tooltip	The set range of the laser.
BlackBoxRadiationSubModule GammaRadiation_W Tooltip	How much gamma radiation this module will produce.
BlackBoxRadiationSubModule ThermalNeutronRadiation_W Tooltip	How much thermal neutron radiation this module will produce.
BlackBoxRadiationSubModule FastNeutronRadiation_W Tooltip	How much fast neutron radiation this module will produce.
BlackBoxPowerModule PowerplantName Tooltip	The name of your custom, hypothetical powerplant.
BlackBoxPowerModule ModelFileName Tooltip	The name of the .obj to use for your powerplant. The obj file must be located in [SaveDirectory]/Mods/Models/. Put in the obj name, but leave off the ".obj" suffix. If the obj file is not found, a simple cylinder is used instead.
BlackBoxPowerModule Dimensions Tooltip	The radius and height of your powerplant.
BlackBoxPowerModule Mass_kg Tooltip	The total mass of your powerplant.
BlackBoxPowerModule PrimaryComposition Tooltip	The main material that your powerplant is made out of.
BlackBoxPowerModule PowerProduction_W Tooltip	How much power your powerplant will generate.
BlackBoxPowerModule Efficiency_Percent Tooltip	Determines how much heat your powerplant will generate, based on your powerproduction.
BlackBoxPowerModule Coolant Tooltip	What kind of coolant the powerplant uses to cool itself.
BlackBoxPowerModule OutletMassFlow_kg__s Tooltip	How much coolant this module will push out to radiators per second.
BlackBoxPowerModule OutletTemperature_K Tooltip	How hot or cold the exiting coolant will be when it goes out to radiators.
BlackBoxPowerModule RadiationHazard Tooltip	The radiation that this powerplant will generate.
CargoModule Mass_kg Tooltip	The total mass of the cargo.
CargoModule AspectRatio Tooltip	The aspect ratio of the cargo module.
CargoModule Shell Tooltip	The material this cargo module is made from.
LevelRecord TimeElapsed_s Tooltip	How long it took to complete this mission.
LevelRecord DeltaVSpent_km__s Tooltip	How much Delta V your capital ships spent to complete this mission.
LevelRecord CapitalShipsAlive_Percent Tooltip	What percent of your capital ships survived this mission.
LevelRecord CapitalShipsUnscathed_Percent Tooltip	What percent of your capital ships survived without suffering any damage this mission.
LevelRecord EnemyModulesLeft_Percent Tooltip	What percent of the enemy ship modules were not destroyed. More is better, since the purpose of the mission is to leave the enemy alive but disabled.

DesignMessage MassProjectilePayloadTooBig Text	Payload is larger than barrel bore radius.
DesignMessage MassProjectilePayloadTooBig ExtraInfo	Increase the bore radius of your sabot until the payload fits, or fire a smaller payload.
DesignMessage MassProjectileBarrelTooShort Text	Projectile is too long for barrel.
DesignMessage MassProjectileBarrelTooShort ExtraInfo	Increase the length of the weapon's barrel until the payload and sabot fit.
DesignMessage MassProjectileProjectileWillShatter Text	Internal pressure (%s) will shatter projectile (tensile strength %s).
DesignMessage MassProjectileProjectileWillShatter ExtraInfo	Reduce the peak acceleration on the projectile, or use a projectile with a greater Ultimate Tensile Strength.
DesignMessage WeaponModuleNoSpeed Text	Weapon has no exit speed.
DesignMessage WeaponModuleNoSpeed ExtraInfo	A projectile must have an exit speed to be viable.
DesignMessage WeaponModuleNoTargeting Text	Weapon is not set to target anything.
DesignMessage WeaponModuleNoTargeting ExtraInfo	Set the weapon's "Target Shots" or "Target Ships" property or both.
DesignMessage WeaponModuleLowSpeed Text	Weapon has a very low exit speed (%s), and will likely be ineffective in combat.
DesignMessage WeaponModuleLowSpeed ExtraInfo	Increase the acceleration of the projectile by increasing the power or energy transferred to the projectile, or increase the time spent accelerating the projectile by increasing the weapon length.
DesignMessage WeaponModuleNarrowAngle Text	Weapon has a narrow turning angle (%s), yielding a small firing arc.
DesignMessage WeaponModuleNarrowAngle ExtraInfo	Increase the turret's inner radius to accomodate a larger arc size. 
DesignMessage WeaponModuleSlowTurnSpeed Text	Weapon has a very slow turning speed (%s).
DesignMessage WeaponModuleSlowTurnSpeed ExtraInfo	Increase the turret's momentum wheel speed or the inner turret size (which will yield larger momentum wheels) to turn faster.
DesignMessage WeaponModuleCantCool Text	Weapon can not cool itself radiatively.
DesignMessage WeaponModuleCantCool ExtraInfo	Use a barrel material which can effectively cool down this weapon.
DesignMessage BarrelBeamDeflectionStress Text	Barrel (yield strength %s) will deform from beam deflection stress (%s).
DesignMessage BarrelBeamDeflectionStress ExtraInfo	Use a barrel material with a greater Yield Strength, or reduce the deflection stress. The deflection stress can be reduced by having a thicker or shorter barrel, by using a stronger barrel material, or by reducing the peak force on the projectile.
DesignMessage BarrelThermalExpansionStress Text	Barrel will shatter from thermal expansion stress.
DesignMessage BarrelThermalExpansionStress ExtraInfo	Use a barrel material with a smaller Thermal Expansion coefficient, smaller Young's Modulus, greater Yield Strength, or reduce the heating of your weapon.
DesignMessage BarrelInternalPressureTooGreat Text	Internal pressure (%s) will rupture barrel.
DesignMessage BarrelInternalPressureTooGreat ExtraInfo	Increase the radius of the barrel, or reduce the peak force on the projectile, to reduce the pressure. Alternatively, use a material with a stronger Yield Strength for your barrel.
DesignMessage AmmoModuleSuppliedModuleErrors Text	Supplied Module is not operational.
DesignMessage AmmoModuleSuppliedModuleErrors ExtraInfo	Fix the errors with the supplied module. Otherwise, this ammo module will not work either.
DesignMessage BarrelCoolerTemperatureInvalid Text	Ambient temperature is below 0 K.
DesignMessage BarrelCoolerTemperatureInvalid ExtraInfo	Increase the ambient temperature until it is a physically valid temperature.
DesignMessage BarrelCoolerWarmerThanAmbient Text	Coolant temperature is greater than the ambient temperature.
DesignMessage BarrelCoolerWarmerThanAmbient ExtraInfo	Reduce the coolant temperature below the ambient temperature.
DesignMessage CrewModuleAtmosphericStress Text	Outer walls can't withstand one atmosphere of pressure.
DesignMessage CrewModuleAtmosphericStress ExtraInfo	Use a material with a greater Yield Strength, or use a thicker shell.
DesignMessage CrewModuleDecksTooSmall Text	Decks are too small to accommodate the crew.
DesignMessage CrewModuleDecksTooSmall ExtraInfo	Each deck must be able to accomodate a single person either at ready or sleeping. Reduce the deck count or increase the overall size or use a stronger material which will allow thinner supports.
DesignMessage ReactionWheelWheelStress Text	Wheel Stress (%s) exceeds material yield strength (%s).
DesignMessage ReactionWheelWheelStress ExtraInfo	Use a material with a greater Yield Strength, or reduce the stress on the wheel, by either reducing the rotational speed, or by reducing the radius of the wheel.
DesignMessage TurretMotorTorqueStall Text	Turret will stall out (stall torque of %s) and produce no torque (actual torque %s).
DesignMessage TurretMotorTorqueStall ExtraInfo	Add more power, or reduce the mass of the turning object.
DesignMessage TurretMotorTooSmall Text	Motor can not fit into the dimensions given.
DesignMessage TurretMotorTooSmall ExtraInfo	Reduce the power, increase the size of the housing, or use a permanent magnet with higher coercivity and remanence.
DesignMessage LinearInductionMotorMelting Text	Forcer exceeds safety temperature margins from heating.
DesignMessage LinearInductionMotorMelting ExtraInfo	Use a forcer material with a greater Melting Point, or reduce the energy put into the linear induction motor.
DesignMessage LinearInductionMotorThermalExpansionStress Text	Forcer will crack from thermal expansion stress.
DesignMessage LinearInductionMotorThermalExpansionStress ExtraInfo	Use a forcer material with a greater Yield Strength, lower Young's Modulus, lower Thermal Expansion coefficient, or reduce the heat gradient across the material, either by reducing the energy in, or increasing the forcer mass.
DesignMessage BlastLauncherWallsTooWeak Text	Blast Walls are too weak.
DesignMessage BlastLauncherWallsTooWeak ExtraInfo	Use a weaker explosive or an armor/structure material with a greater tensile strength.
DesignMessage CylindricalCoolerPipesTooLarge Text	Coolant pipes are too large for cylinder.
DesignMessage CylindricalCoolerPipesTooLarge ExtraInfo	Reduce the coolant pipe radius, or increase the size of the cooling module.
DesignMessage TurretRadiusTooLarge Text	Object Radius is too large for turret.
DesignMessage TurretRadiusTooLarge ExtraInfo	Reduce the size of the object being turreted, or increase the inner radius of the turret.
DesignMessage ConventionalGunGrainsTooLarge Text	Propellant grains are too large for barrel.
DesignMessage ConventionalGunGrainsTooLarge ExtraInfo	Reduce the size of the propellant grains, or increase the bore radius of the weapon.
DesignMessage ConventionalGunPropellantStillBurning Text	Propellant is still burning by the time projectile leaves the barrel. This indicates great inefficiency, and that the weapon is extremely wasteful of its propellant.
DesignMessage ConventionalGunPropellantStillBurning ExtraInfo	Use a faster burning propellant, use less propellant, reduce the propellant grain size, use a longer barrel, or significantly increase the mass of the projectile and/or payload.
DesignMessage ConventionalGunGasRupture Text	Barrel (yield strength %s) will rupture from gas expansion stress (%s).
DesignMessage ConventionalGunGasRupture ExtraInfo	Use a barrel material with a greater Yield Strength, or reduce the peak gas expansion stress. That can be done by using a wider barrel, a thicker barrel, slower burning propellant, or using less propellant.
DesignMessage CoilgunSaturation Text	Coil becomes magnetically saturated. This means much of the magnetic field energy is wasted as the projectile's magnetic potential caps out, and begins behaving paramagnetically rather than ferromagnetically.
DesignMessage CoilgunSaturation ExtraInfo	Use a projectile material with a greater Saturation Flux Density, or a much more massive projectile.
DesignMessage RailgunProjectileMeltage Text	Projectile exceeds safety temperature margins (%s excess meltage).
DesignMessage RailgunProjectileMeltage ExtraInfo	Increase the rail conductivity, increase the rail thickness, reduce the armature mass, or use a armature material that is more dense or has a greater specific heat.
DesignMessage RailgunRailsMeltage Text	Rails will suffer excessive melt ablation (%s excess meltage).
DesignMessage RailgunRailsMeltage ExtraInfo	Increase the rail conductivity, increase the rail thickness, reduce the armature mass, or use a rail material that is more dense or has a greater specific heat.
DesignMessage CapacitorVoltage Text	Capacitor has too high of voltage.
DesignMessage CapacitorVoltage ExtraInfo	Use a material with a lower breakdown voltage, or use a smaller separation.
DesignMessage NuclearPayloadFusionLawsonCriterionFailure Text	Fusion reaction will not be self-sustained, because it does not satisfy the Lawson Criterion. This indicates that the fusion boosting will be largely ineffective and irrelevant.
DesignMessage NuclearPayloadFusionLawsonCriterionFailure ExtraInfo	Reduce the volume upon which the fusion reaction takes place in, or use a fusion reaction with greater energy.
DesignMessage NuclearPayloadIneffectiveImplosion Text	Assembly will not implode, and the core will not go critical.
DesignMessage NuclearPayloadIneffectiveImplosion ExtraInfo	Increase the compression of the assembly, by increasing the ratio of detonation velocities of the fast and slow explosives. Alternatively, use more explosives, or use a smaller fissile core.
DesignMessage NuclearPayloadDensityFailure Text	Assembly will not go supercritical.
DesignMessage NuclearPayloadDensityFailure ExtraInfo	Increase the compression of the assembly, with more explosives, a greater range of explosive detonation velocities, or a smaller fissile core.
DesignMessage NuclearPayloadImmediateCriticality Text	Assembly will go supercritical immediately and spontaneously.
DesignMessage NuclearPayloadImmediateCriticality ExtraInfo	Reduce the amount of fissile mass used, or add in a larger hollow space within the core.
DesignMessage NuclearPayloadNoExplosion Text	Nuclear detonation will fail to generate an explosion or its wavelength is invalid.
DesignMessage NuclearPayloadNoExplosion ExtraInfo	Ensure the device will achieve criticality and has a valid explosion profile.
DesignMessage NuclearPayloadFusionBoostStressFailure Text	Fusion fuel pressure stress (%s) will crack the assembly (strength %s) before it can be used.
DesignMessage NuclearPayloadFusionBoostStressFailure ExtraInfo	Reduce the fusion fuel density, increase the hollow size, or use stronger materials to form the assembly.
DesignMessage ThermoelectricFissionReactorLowTemperature Text	An exit temperature less than 1000 K may require an enormous amount of radiators to cool, since radiator efficiency is directly proportional to temperature.
DesignMessage ThermoelectricFissionReactorLowTemperature ExtraInfo	Increase the exit temperature of the reactor to compensate.
DesignMessage RadioisotopeThermoelectricGeneratorFuelMelts Text	Radioisotope fuel exceeds safety temperature margins.
DesignMessage RadioisotopeThermoelectricGeneratorFuelMelts ExtraInfo	To fix, use a fuel with a higher melting point or lower energy density. Alternatively, reduce your exit temperature, or reduce the length of your thermocouple.
DesignMessage CombustionMixtureIgnitionFailure Text	Composition will not ignite!
DesignMessage CombustionMixtureIgnitionFailure ExtraInfo	Reduce the mass percentage of the delay composition, or use a more powerful combustion reaction.
DesignMessage RefuelerFluidTemperature Text	Fluid will melt the hose.
DesignMessage RefuelerFluidTemperature ExtraInfo	Use a fluid with a lower melting point, or a hose material with a higher melting point.
DesignMessage FlareSupersonicCombustion Text	Laminar flame speed is supersonic. Composition will detonate rather than deflagrate.
DesignMessage FlareSupersonicCombustion ExtraInfo	Use a greater mass percentage of delay composition, or use a combustion reaction with a lower energy density.
DesignMessage LensEntryIntensity Text	%s (%s threshold) can't withstand entry intensity (%s).
DesignMessage LensEntryIntensity ExtraInfo	Increase the radius of the optic to reduce the intensity, or pass less energy through the optic.
DesignMessage LensExitIntensity Text	%s (%s threshold) can't withstand exit intensity (%s).
DesignMessage LensExitIntensity ExtraInfo	Increase the radius of the optic to reduce the intensity, or pass less energy through the optic.
DesignMessage ArcLampCavityShape Text	The lasing rod and the arclamp do not fit within the arclamp cavity.
DesignMessage ArcLampCavityShape ExtraInfo	Increase the size of the cavity to accomodate the lasing rod and arclamp.
DesignMessage ArcLampEnvelopePressure Text	The arc lamp envelope will rupture from the stress.
DesignMessage ArcLampEnvelopePressure ExtraInfo	Use a stronger envelope material, or increase the size of the arc lamp, or pump less power through it.
DesignMessage ArcLampThermalExpansionStress Text	Arclamp envelope (strength of %s) will crack from thermal expansion stress (%s).
DesignMessage ArcLampThermalExpansionStress ExtraInfo	Reduce the power passing through the arclamp envelope, or use a material with a greater Ultimate Tensile Strength, lower Young's Modulus, or lower Thermal Expansion coefficient. Alternatively, increase the surface area of the arclamp to reduce the energy per unit area.
DesignMessage LaserOutputFluxZero Text	Output Flux is zero.
DesignMessage LaserOutputFluxZero ExtraInfo	The laser does not work. Correct all errors with the laser, and increase all efficiencies beyond zero to proceed.
DesignMessage LaserBeamQualityFactorTooHigh Text	M^2 (Beam Quality Factor) is too high to be reasonably effective.
DesignMessage LaserBeamQualityFactorTooHigh ExtraInfo	The M^2 (Beam Quality Factor), or how far from a "perfect Gaussian" beam your laser is. Roughly, your beam waist will increase by this factor, causing your damage to reduce by the square of the M^2.
DesignMessage LaserArcLampMelt Text	Arc Lamp Envelope exceeds safety temperature margins.
DesignMessage LaserArcLampMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserOpticalCavityMelt Text	Optical cavity exceeds safety temperature margins.
DesignMessage LaserOpticalCavityMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserMirrorMelt Text	Mirror exceeds safety temperature margins.
DesignMessage LaserMirrorMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserOutputCouplerMelt Text	Output Coupler exceeds safety temperature margins.
DesignMessage LaserOutputCouplerMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserGainMediumMelt Text	Gain Medium exceeds safety temperature margins.
DesignMessage LaserGainMediumMelt ExtraInfo	Reduce the inlet temperature of your coolant, reduce the temperature increase from firing, or use a material with a higher melting point.
DesignMessage LaserCoolantFreeze Text	Coolant will freeze.
DesignMessage LaserCoolantFreeze ExtraInfo	Increase the inlet temperature of your coolant, increase the temperature increase from firing, or use coolant with a lower melting point.
DesignMessage LaserLensTooBig Text	Focusing mirror radius is bigger than turret radius. The focusing mirror is much larger than the aperture to prevent beam truncation.
DesignMessage LaserLensTooBig ExtraInfo	Increase the turret inner radius, or reduce your aperture radius.
DesignMessage LaserMountHasNoFeed Text	Laser mount has no laser feeding into it.
DesignMessage LaserMountHasNoFeed ExtraInfo	Create a laser for this mount to feed into.
DesignMessage RadiatorNoPipes Text	Can't fit any heat pipes in the radiator.
DesignMessage RadiatorNoPipes ExtraInfo	Increase the width of your radiator, or reduce the inner thickness of your radiator panels.
DesignMessage RadiatorMeltage Text	Radiator exceeds safety temperature margins.
DesignMessage RadiatorMeltage ExtraInfo	Use a radiator with a higher material melting point, or don't have it cool a module with such a high outlet temperature.
DesignMessage PropellantTankPropellantTooHot Text	Propellant will melt the tank walls.
DesignMessage PropellantTankPropellantTooHot ExtraInfo	Use tank walls with higher melting points, or use a propellant with a lower melting point.
DesignMessage ThermalRocketWallMelt Text	Chamber wall temperature (%s) exceeds the safety temperature margins (%s).
DesignMessage ThermalRocketWallMelt ExtraInfo	Use a chamber wall material with a higher melting point, or reduce the chamber temperature.
DesignMessage ThermalRocketOverheating Text	Engine can not dissipate heat fast enough. %s of excess heat generated.
DesignMessage ThermalRocketOverheating ExtraInfo	Use a larger nozzle to dissipate heat radiatively, use a larger percentage of regenerative cooling pipes, or run the engine colder.
DesignMessage ThermalRocketOverpressurized Text	Chamber (yield strength %s) will crack from internal pressure (%s).
DesignMessage ThermalRocketOverpressurized ExtraInfo	Reduce the pressure of the chamber by increasing the chamber radius, by reducing the mass flow rate determined by the injector, by reducing the chamber temperature, or use a chamber material with a higher Yield Strength or lower Young's Modulus.
DesignMessage ThermalRocketThermalExpansionStress Text	Engine (yield strength %s) will crack from thermal expansion stress (%s).
DesignMessage ThermalRocketThermalExpansionStress ExtraInfo	Decrease the chamber wall thickness, reduce the temperature of the engine, use a chamber material with a higher Yield Strength, lower Young's Modulus, or lower Thermal Expansion coefficient, or reduce the percent of the chamber which uses regenerative cooling.
DesignMessage NuclearReactorElementsWontFit Text	Reactor elements will not fit into the reactor dimensions.
DesignMessage NuclearReactorElementsWontFit ExtraInfo	Make the reactor larger, or have less fuel, moderator, or control rod mass in the reactor.
DesignMessage NuclearReactorCriticalityDoesntSpan Text	Criticality Constant does not span Subcritical to Supercritical range.
DesignMessage NuclearReactorCriticalityDoesntSpan ExtraInfo	The upwards criticality constant needs to be increased to supercriticality, and the lower range should be in the subcritical range. To get a larger lower range, add more neutron poisons in the form of control rods. To get a greater upwards criticality range, things that could help include increasing the fuel mass, fuel enrichment, moderator mass, the choice of moderator and coolant, and the dimensions of the reactor core itself.
DesignMessage NuclearReactorCoolantFreeze Text	Coolant will freeze.
DesignMessage NuclearReactorCoolantFreeze ExtraInfo	Increase the inlet coolant temperature into the reactor so the coolant does not freeze, or use a coolant with a lower melting point.
DesignMessage NuclearReactorModeratorMelt Text	Moderator exceeds safety temperature margins.
DesignMessage NuclearReactorModeratorMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorFuelRodsMelt Text	Fuel rods exceeds safety temperature margins.
DesignMessage NuclearReactorFuelRodsMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorControlRodsMelt Text	Control rods exceeds safety temperature margins.
DesignMessage NuclearReactorControlRodsMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorReflectorMelt Text	Neutron Reflector exceeds safety temperature margins.
DesignMessage NuclearReactorReflectorMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorTooShortLifetime Text	Reactor has too short of an operational lifetime. It will burn through enough fuel to lose criticality before its operational lifetime is up.
DesignMessage NuclearReactorTooShortLifetime ExtraInfo	Reduce the neutron flux, or increase the fuel mass, fuel enrichment, or use a more energy dense fuel.
DesignMessage PowerModuleTooMuchHeat Text	Generates more heat than it can dissipate.
DesignMessage PowerModuleTooMuchHeat ExtraInfo	Reduce the amount of power and heat generated, increase the coolant flow rate, or increase the coolant heat transfer coefficient.
DesignMessage ThermocouplePTypeMelt Text	Temperature exceeds PType Material safe temperature.
DesignMessage ThermocouplePTypeMelt ExtraInfo	Use a P Type material with a higher melting point, or reduce the maximum temperature through the thermocouple.
DesignMessage ThermocoupleNTypeMelt Text	Temperature exceeds NType Material safe temperature.
DesignMessage ThermocoupleNTypeMelt ExtraInfo	Use an N Type material with a higher melting point, or reduce the maximum temperature through the thermocouple.
DesignMessage ThermocoupleNegativeTemperatureDelta Text	Thermcouple hot temperature is less than its cold temperature.
DesignMessage ThermocoupleNegativeTemperatureDelta ExtraInfo	Make the inlet into the thermocouple hotter than the outlet from the thermocouple.
DesignMessage ThermocouplePTypeThermalExpansionStress Text	P Type Material will crack from thermal expansion stress (%s) vs yield strength (%s).
DesignMessage ThermocouplePTypeThermalExpansionStress ExtraInfo	Use a P Type Material with a greater Yield Strength, a lower Young's Modulus, or a lower Thermal Expansion coefficient, or reduce the temperature delta across the thermocouple.
DesignMessage ThermocoupleNTypeThermalExpansionStress Text	N Type Material will crack from thermal expansion stress (%s) vs yield strength (%s).
DesignMessage ThermocoupleNTypeThermalExpansionStress ExtraInfo	Use an N Type Material with a greater Yield Strength, a lower Young's Modulus, or a lower Thermal Expansion coefficient, or reduce the temperature delta across the thermocouple.
DesignMessage ResistojetCoilMelt Text	Coil (melting point %s) exceeds safety temperature margins.
DesignMessage ResistojetCoilMelt ExtraInfo	Use a coil material with a higher melting point, or reduce the temperature in the chamber. This can be done by applying less power, or by reducing the mass flow rate of the injector.
DesignMessage ResistojetRadiusTooSmall Text	Coil Outer Radius is smaller than coil inner diameter.
DesignMessage ResistojetRadiusTooSmall ExtraInfo	Reduce the coil radius, or use a larger chamber.
DesignMessage ResistojetPropellantNotVaporized Text	Resistojet needs to fully vaporize propellant to utilize expansion nozzle.
DesignMessage ResistojetPropellantNotVaporized ExtraInfo	Increase the power, or reduce the mass flow by reducing the injector size or rotation speed.
DesignMessage TurboelectricFissionReactorColdDrop Text	Temperature ends at a colder state than inlet.
DesignMessage TurboelectricFissionReactorColdDrop ExtraInfo	Do not extract as much temperature energy from the coolant in the turbine.
DesignMessage TurboelectricFissionReactorPressureDrop Text	Pressure ends at a lower state than inlet.
DesignMessage TurboelectricFissionReactorPressureDrop ExtraInfo	Do not extract as much pressure energy from the coolant in the turbine.
DesignMessage TurboelectricFissionReactorEntrySonicPoint Text	Turbine Entry has a sonic point.
DesignMessage TurboelectricFissionReactorEntrySonicPoint ExtraInfo	Reduce the areal change going into the turbine.
DesignMessage TurboelectricFissionReactorExitSonicPoint Text	Turbine Exit has a sonic point.
DesignMessage TurboelectricFissionReactorExitSonicPoint ExtraInfo	Reduce the areal change exiting the turbine.
DesignMessage TurboelectricFissionReactorCondensation Text	Coolant must stay in gas phase during entire Brayton cycle.
DesignMessage TurboelectricFissionReactorCondensation ExtraInfo	Use a coolant with a lower boiling point, or increase the inlet temperature of the coolant.
DesignMessage TurboelectricFissionReactorFlowPointInvalid Text	Flow Point "%s" is invalid.
DesignMessage TurboelectricFissionReactorFlowPointInvalid ExtraInfo	The temperature, pressure, mass flow rate, or area of the coolant at the flow point is in an impossible state.
DesignMessage TurbomachineBladesMelting Text	Turbomachine blades exceeds safety temperature margins.
DesignMessage TurbomachineBladesMelting ExtraInfo	Use a turbomachine material with a higher melting point, or reduce the fluid temperature passing through the turbomachine.
DesignMessage TurbomachineBladeStress Text	Turbomachine blade stress (%s) exceeds blade yield strength (%s).
DesignMessage TurbomachineBladeStress ExtraInfo	Use a turbomachine material with a greater Yield Strength, or reduce the rotational speed of the turbomachine.
DesignMessage TurbomachineHubStress Text	Turbomachine hub stress (%s) exceeds blade yield strength (%s).
DesignMessage TurbomachineHubStress ExtraInfo	Use a turbomachine material with a greater Yield Strength, or reduce the stress on it by reducing the turbomachine speed.
DesignMessage TurbomachineThermalExpansionStress Text	Turbomachine hermal expansion stress (%s) exceeds blade yield strength (%s).
DesignMessage TurbomachineThermalExpansionStress ExtraInfo	Use a turbomachine material with a greater Yield Strength, lower Thermal Expansion coefficient, or lower Young's Modulus. Alternatively, reduce the temperature delta in the fluid.
DesignMessage TurbomachineFlowFreeze Text	Turbomachine flow will freeze.
DesignMessage TurbomachineFlowFreeze ExtraInfo	Increase the temperature of the fluid, or use a fluid with a lower melting point.
DesignMessage MPDThrusterOnsetPhenomenon Text	Thruster will suffer from onset phenomenon and suffer overwhelming erosion.
DesignMessage MPDThrusterOnsetPhenomenon ExtraInfo	Reduce the thruster current, increase the mass flow rate from the injector, or use a propellant with a greater atomic mass.
DesignMessage MPDThrusterAnodeStress Text	Anode (yield strength %s) will shatter from internal stress (%s).
DesignMessage MPDThrusterAnodeStress ExtraInfo	Use an anode with a greater Yield Strength, or reduce the stress on it, by using a longer or wider thruster, or by having lower thrust.
DesignMessage MPDThrusterCathodeStress Text	Cathode (yield strength %s) will shatter from external stress (%s).
DesignMessage MPDThrusterCathodeStress ExtraInfo	Use a cathode with a greater Yield Strength, or reduce the stress on it, by using a larger Cathode Radius, a longer thruster, or by having a lower thrust.
